node_id	entity_name	attribute_text	triplets_text
2112	Mighty Mighty Bosstones	Mighty Mighty Bosstones.	 [Mighty Mighty Bosstones]'s term is ska punk. [Mighty Mighty Bosstones]'s song is Guns And The Young. [Mighty Mighty Bosstones]'s release is Devil's Night Out.
2113	The Booth Brothers	The Booth Brothers.	 [The Booth Brothers]'s song is Through The Eyes Of Faith. [The Booth Brothers]'s release is The Blind Man Saw It All. [The Booth Brothers]'s term is country gospel.
2114	Vivian Khor	Vivian Khor.	 [Vivian Khor]'s song is Loves Parting. [Vivian Khor]'s release is Paradise. [Vivian Khor]'s term is meditation.
2115	Anne Dudley	Anne Dudley.	 [Anne Dudley]'s song is Rachel's retribution. [Anne Dudley]'s release is Black Book. [Anne Dudley]'s term is trip hop.
2116	The Mustangs	The Mustangs.	 [The Mustangs]'s term is country rock. [The Mustangs]'s release is Collections. [The Mustangs]'s song is Moscow Nights.
2117	Paul Simon	Paul Simon.	 [Paul Simon]'s release is Recorded as Jerry Landis. [Paul Simon]'s song is A Different Kind of Love. [Paul Simon]'s term is singer-songwriter.
2118	Eberhard Weber	Eberhard Weber.	 [Eberhard Weber]'s release is Pendulum. [Eberhard Weber]'s song is Unfinished Self-Portrait. [Eberhard Weber]'s term is free jazz.
2119	Jimmy Herring	Jimmy Herring.	 [Jimmy Herring]'s song is Lifeboat Serenade. [Jimmy Herring]'s release is Lifeboat. [Jimmy Herring]'s term is jazz fusion.
2120	The Continentals	The Continentals.	 [The Continentals]'s term is samba. [The Continentals]'s release is Wild Rockin' & Boppin' (X-Mas Edition). [The Continentals]'s song is Merry Christmas Baby.
2121	Neil Diamond	Neil Diamond.	 [Neil Diamond]'s song is Hey Louise. [Neil Diamond]'s release is Hot August Nights II, The Jazz Singer Original Songs From The Motion Picture.
2122	The Chieftains;Colin James	The Chieftains;Colin James.	 [The Chieftains;Colin James]'s release is Another Country. [The Chieftains;Colin James]'s term is irish folk. [The Chieftains;Colin James]'s song is C\xc3\xbanla/The Friar's Breeches.
2123	Joe Turner_ Joe Houston_ L. C. Williams	Joe Turner_ Joe Houston_ L. C. Williams.	 [Joe Turner  Joe Houston  L. C. Williams]'s song is Mean And Evil Blues. [Joe Turner  Joe Houston  L. C. Williams]'s release is The Big Three. [Joe Turner  Joe Houston  L. C. Williams]'s term is jump blues.
2124	J.B. Lenoir	J.B. Lenoir.	 [J.B. Lenoir]'s release is Passionate Blues. [J.B. Lenoir]'s term is chicago blues. [J.B. Lenoir]'s song is The Mojo.
2125	Screaming Jay Hawkins	Screaming Jay Hawkins.	 [Screaming Jay Hawkins]'s song is I Need You. [Screaming Jay Hawkins]'s term is rock 'n roll. [Screaming Jay Hawkins]'s release is I Put A Spell On You & Other Favorites (Digitally Remastered).
2126	The Ataris	The Ataris.	 [The Ataris]'s release is ...Anywhere But Here. [The Ataris]'s song is I Won't Spend Another Night Alone. [The Ataris]'s term is pop punk.
2127	Sharon Burch	Sharon Burch.	 [Sharon Burch]'s song is Earth Child (World). [Sharon Burch]'s term is folk rock. [Sharon Burch]'s release is Yazzie Girl.
2128	Koffi OlomidA(c)	Koffi OlomidA(c).	 [Koffi OlomidA(c)]'s release is Loi. [Koffi OlomidA(c)]'s song is Papito Charme. [Koffi OlomidA(c)]'s term is zouk.
2129	Svartthron	Svartthron.	 [Svartthron]'s release is Kraujo Estetika. [Svartthron]'s term is black metal. [Svartthron]'s song is Sparnuotoji Doze. Laukimas.
2130	The Rongetz Foundation	The Rongetz Foundation.	 [The Rongetz Foundation]'s song is East, NY Timbuctu. [The Rongetz Foundation]'s release is One leg dancer.
2131	Bob Marley & The Wailers	Bob Marley & The Wailers.	 [Bob Marley & The Wailers]'s release is Man To Man. [Bob Marley & The Wailers]'s song is Smile Jamaica. [Bob Marley & The Wailers]'s term is reggae.
2132	Claude FranASSois	Claude FranASSois.	 [Claude FranASSois]'s term is chanson. [Claude FranASSois]'s release is PODIUM. [Claude FranASSois]'s song is Le chanteur malheureux.
2133	The Cate Brothers	The Cate Brothers.	 [The Cate Brothers]'s song is Please No More. [The Cate Brothers]'s release is Radioland. [The Cate Brothers]'s term is roots rock.
2134	Tracy Byrd	Tracy Byrd.	 [Tracy Byrd]'s song is Just Let Me Be In Love. [Tracy Byrd]'s term is honky tonk. [Tracy Byrd]'s release is Ten Rounds.
2135	Jean Segurel	Jean Segurel.	 [Jean Segurel]'s song is La Saint-Jean d'\xc3\xa9t\xc3\xa9. [Jean Segurel]'s term is chanson. [Jean Segurel]'s release is Les Fiances D'Auvergne.
2136	Fran Perea	Fran Perea.	 [Fran Perea]'s term is celtic. [Fran Perea]'s release is La Chica de la habitacion de al lado. [Fran Perea]'s song is Entonces.
2137	Maria Muldaur	Maria Muldaur.	 [Maria Muldaur]'s release is Rhino Hi-Five: Maria Muldaur. [Maria Muldaur]'s song is It Ain't The Meat It's The Motion (LP Version). [Maria Muldaur]'s term is dance pop.
2138	Mustafa Sandal	Mustafa Sandal.	 [Mustafa Sandal]'s song is Beni Aglatma. [Mustafa Sandal]'s term is eurodance. [Mustafa Sandal]'s release is Araba.
2139	Johannes Linstead	Johannes Linstead.	 [Johannes Linstead]'s release is Zabuca. [Johannes Linstead]'s term is meditation. [Johannes Linstead]'s song is Caja De Cerillas.
2140	Dorothy Norwood	Dorothy Norwood.	 [Dorothy Norwood]'s song is No Storm. [Dorothy Norwood]'s release is Shake The Devil Off, Hattie B's Daughter.
2141	Fania All Stars	Fania All Stars.	 [Fania All Stars]'s term is latin jazz. [Fania All Stars]'s release is Fania All-Stars - Rhythm Machine. [Fania All Stars]'s song is Soul makossa.
2142	Big John Greer	Big John Greer.	 [Big John Greer]'s release is I'm The Fat Man. [Big John Greer]'s term is jump blues. [Big John Greer]'s song is Big John's A-Blowin'.
2143	Jaguares	Jaguares.	 [Jaguares]'s release is Cronicas De Un Laberinto. [Jaguares]'s term is latin pop. [Jaguares]'s song is El Momento.
2144	Carman featuring Commissioned & The Christ Church Choir	Carman featuring Commissioned & The Christ Church Choir.	 [Carman featuring Commissioned & The Christ Church Choir]'s song is The Same God. [Carman featuring Commissioned & The Christ Church Choir]'s release is Shakin' The House Live. [Carman featuring Commissioned & The Christ Church Choir]'s term is ccm.
2145	Raphael	Raphael.	 [Raphael]'s term is chanson. [Raphael]'s release is Raphael 50 A\xc3\xb1os Despues. [Raphael]'s song is Cantares.
2146	Sammi Cheng	Sammi Cheng.	 [Sammi Cheng]'s song is Liu Zi Zhen Yan. [Sammi Cheng]'s release is Sammi I Concert 99. [Sammi Cheng]'s term is cantonese pop.
2147	Cargo Cult	Cargo Cult.	 [Cargo Cult]'s song is Helium. [Cargo Cult]'s release is Vibrant. [Cargo Cult]'s term is noise rock.
2148	Lord Sterling	Lord Sterling.	 [Lord Sterling]'s song is Poison Lips. [Lord Sterling]'s term is stoner metal. [Lord Sterling]'s release is Today's Song For Tomorrow.
2149	Gerard Lenorman	Gerard Lenorman.	 [Gerard Lenorman]'s term is chanson. [Gerard Lenorman]'s song is Soldats Ne Tirez Pas. [Gerard Lenorman]'s release is La Ballade Des Gens Heureux.
2150	Novika	Novika.	 [Novika]'s song is Mikawa Miya. [Novika]'s term is deep house. [Novika]'s release is Tricks Of Life.
2151	Eldar	Eldar.	 [Eldar]'s song is Dat Dere. [Eldar]'s term is dark ambient. [Eldar]'s release is Live at the Blue Note.
2152	Eason Chan	Eason Chan.	 [Eason Chan]'s term is cantonese pop. [Eason Chan]'s song is Xi Yang Wu Xian Hao. [Eason Chan]'s release is Listen to Eason Chan.
2153	Hey Colossus	Hey Colossus.	 [Hey Colossus]'s song is 45 Pounds. [Hey Colossus]'s release is Project: Death. [Hey Colossus]'s term is stoner metal.
2154	Sonora Carruseles	Sonora Carruseles.	 [Sonora Carruseles]'s release is Discos Fuentes Salsa All Stars- La Biblia De La Salsa Vol. 1 & 2. [Sonora Carruseles]'s term is salsa. [Sonora Carruseles]'s song is La Chola Caderona.
2155	Mobb Deep featuring Nate Dogg	Mobb Deep featuring Nate Dogg.	 [Mobb Deep featuring Nate Dogg]'s release is Amerikaz Nightmare. [Mobb Deep featuring Nate Dogg]'s song is Dump. [Mobb Deep featuring Nate Dogg]'s term is gangster rap.
2156	DJ Spinn and DJ Rashad	DJ Spinn and DJ Rashad.	 [DJ Spinn and DJ Rashad]'s release is Girl Bust Down EP. [DJ Spinn and DJ Rashad]'s term is chicago house. [DJ Spinn and DJ Rashad]'s song is Like It's Hot.
2157	Jose Luis Perales	Jose Luis Perales.	 [Jose Luis Perales]'s song is El Amor. [Jose Luis Perales]'s release is Lo Mejor De Jos\xc3\xa9 Luis Perales. [Jose Luis Perales]'s term is latin pop.
2158	El Poder del Norte	El Poder del Norte.	 [El Poder del Norte]'s song is Negocio Prohibido. [El Poder del Norte]'s release is Mano A Mano. [El Poder del Norte]'s term is tango.
2159	Tony Matterhorn	Tony Matterhorn.	 [Tony Matterhorn]'s term is reggaeton. [Tony Matterhorn]'s song is Dutty Wine. [Tony Matterhorn]'s release is Reggae Gold 2006.
2160	Kisha	Kisha.	 [Kisha]'s term is soft rock. [Kisha]'s song is Woh\xc3\xa4r dr Wind w\xc3\xa4iht. [Kisha]'s release is Kisha.
2161	Ana Nikolic	Ana Nikolic.	 [Ana Nikolic]'s release is Ana Nikolic. [Ana Nikolic]'s song is Sizofrenija(duet Ana Nikolic&Aca Lukas). [Ana Nikolic]'s term is pop folk.
2162	4 Skins	4 Skins.	 [4 Skins]'s term is oi. [4 Skins]'s song is New War. [4 Skins]'s release is A Fistful Of 4 Skins.
2163	Zapp	Zapp.	 [Zapp]'s release is Zapp V. [Zapp]'s song is Rock Star (LP Version). [Zapp]'s term is funk.
2164	Ximena Sarinana	Ximena Sarinana.	 [Ximena Sarinana]'s term is nu jazz. [Ximena Sarinana]'s song is Mediocre (Version original). [Ximena Sarinana]'s release is Mediocre [Edicion especial].
2165	Busta Rhymes	Busta Rhymes.	 [Busta Rhymes]'s song is Taste It. [Busta Rhymes]'s release is When Disaster Strikes. [Busta Rhymes]'s term is hip hop.
2166	Fontella Bass	Fontella Bass.	 [Fontella Bass]'s term is northern soul. [Fontella Bass]'s song is I Can't Rest. [Fontella Bass]'s release is Very Best Of.
2167	Rhinostar	Rhinostar.	 [Rhinostar]'s song is Einfach. [Rhinostar]'s release is Horizonte. [Rhinostar]'s term is rock.
2168	Old Man's Child	Old Man's Child.	 [Old Man's Child]'s release is Ill-natured Spiritual Invasion. [Old Man's Child]'s term is sympho black metal. [Old Man's Child]'s song is Life Deprived.
2169	Patty Griffin	Patty Griffin.	 [Patty Griffin]'s term is folk-pop. [Patty Griffin]'s song is Moses. [Patty Griffin]'s release is Living With Ghosts.
2170	Aeoliah	Aeoliah.	 [Aeoliah]'s song is Inner Chamber. [Aeoliah]'s release is Angels Of The Heart. [Aeoliah]'s term is meditation.
2171	Space Opera	Space Opera.	 [Space Opera]'s song is Awake II. [Space Opera]'s release is Space Opera II. [Space Opera]'s term is new beat.
2172	Through the Eyes of the Dead	Through the Eyes of the Dead.	 [Through the Eyes of the Dead]'s song is Outro. [Through the Eyes of the Dead]'s release is Bloodlust. [Through the Eyes of the Dead]'s term is death core.
2173	Johnny Otis	Johnny Otis.	 [Johnny Otis]'s song is Head Hunter. [Johnny Otis]'s release is Lovers Lane Boogie. [Johnny Otis]'s term is jump blues.
2174	Finest Dearest	Finest Dearest.	 [Finest Dearest]'s song is Tunnel Vision. [Finest Dearest]'s term is indie rock. [Finest Dearest]'s release is Finest Dearest.
2175	Neema	Neema.	 [Neema]'s release is The Collective  Vol. 1. [Neema]'s song is Goodfellas. [Neema]'s term is folk-pop.
2176	Sound 5	Sound 5.	 [Sound 5]'s term is breakbeat. [Sound 5]'s song is Ala Kaboo (Idjut Boy's H-Bar Mix). [Sound 5]'s release is Future's Bright.
2177	Jorgen Ingmann	Jorgen Ingmann.	 [Jorgen Ingmann]'s term is space age pop. [Jorgen Ingmann]'s song is Oceans Of Love (LP Version). [Jorgen Ingmann]'s release is The Many Guitars of Jorgen Ingmann.
2178	Sean Callery	Sean Callery.	 [Sean Callery]'s term is soundtrack. [Sean Callery]'s release is 24: Redemption. [Sean Callery]'s song is Jack and Benton.
2179	Jesus Otero - Luny Tunes	Jesus Otero - Luny Tunes.	 [Jesus Otero - Luny Tunes]'s song is Nivel De Mafia. [Jesus Otero - Luny Tunes]'s term is requiem. [Jesus Otero - Luny Tunes]'s release is Reggaeton Hits - Sandungueo Mix.
2180	Fergie	Fergie.	 [Fergie]'s song is London Bridge. [Fergie]'s release is The Dutchess, London Bridge.
2181	The Doors	The Doors.	 [The Doors]'s term is classic rock. [The Doors]'s song is Strange Days ( LP Version ). [The Doors]'s release is Set The Night On Fire: The Doors Bright Midnight Archives Concerts [w/Bonus Album].
2182	Erick Sermon	Erick Sermon.	 [Erick Sermon]'s release is Double Or Nothing. [Erick Sermon]'s song is Erick Sermon. [Erick Sermon]'s term is hip hop.
2183	Scott Glasgow	Scott Glasgow.	 [Scott Glasgow]'s term is contemporary classical music. [Scott Glasgow]'s song is Hunted. [Scott Glasgow]'s release is The Gene Generation.
2184	Poncho Sanchez	Poncho Sanchez.	 [Poncho Sanchez]'s release is Conga Caliente, Latin Spirits. [Poncho Sanchez]'s song is Co Co My My.
2185	Livingston Taylor	Livingston Taylor.	 [Livingston Taylor]'s song is Tell Jesus [To Come To My House]. [Livingston Taylor]'s release is The Best Of The Vineyard Sound. [Livingston Taylor]'s term is soft rock.
2186	Fortitude	Fortitude.	 [Fortitude]'s song is He's Alright (Album Version). [Fortitude]'s release is Fortitude. [Fortitude]'s term is modern rock.
2187	R. Carlos Nakai	R. Carlos Nakai.	 [R. Carlos Nakai]'s release is Island of Bows. [R. Carlos Nakai]'s song is Red Wind (World). [R. Carlos Nakai]'s term is chamber jazz.
2188	Joe Grushecky	Joe Grushecky.	 [Joe Grushecky]'s term is heartland rock. [Joe Grushecky]'s song is Firewater. [Joe Grushecky]'s release is A Good Life.
2189	Spitfire	Spitfire.	 [Spitfire]'s term is happy hardcore. [Spitfire]'s song is Tanzen. [Spitfire]'s release is Sex Bomb.
2190	Equilibrium	Equilibrium.	 [Equilibrium]'s term is black metal. [Equilibrium]'s release is Sagas. [Equilibrium]'s song is Prolog auf Erden.
2191	Kat DeLuna	Kat DeLuna.	 [Kat DeLuna]'s song is Run The Show featuring Don Omar [en Espanol]. [Kat DeLuna]'s term is dance pop. [Kat DeLuna]'s release is Run The Show featuring Don Omar [en Espanol].
2192	Artie Fishel & The Promised Band	Artie Fishel & The Promised Band.	 [Artie Fishel & The Promised Band]'s song is Watermelon Man (What A Mellow Goy). [Artie Fishel & The Promised Band]'s release is Gilad Atzmon presents: Artie Fishel & The Promised Band. [Artie Fishel & The Promised Band]'s term is ghetto tech.
2193	Johnny Horton	Johnny Horton.	 [Johnny Horton]'s song is Got The Bull By The Horns. [Johnny Horton]'s release is Country Legend, Replay: Johnny Horton.
2194	XLNC	XLNC.	 [XLNC]'s term is bhangra. [XLNC]'s song is Pichleh Janam Dee. [XLNC]'s release is Kangna.
2195	Champion Jack Dupree With TS McPhee	Champion Jack Dupree With TS McPhee.	 [Champion Jack Dupree With TS McPhee]'s release is Dupree 'N' McPhee: The 1967 Blue Horizon Session. [Champion Jack Dupree With TS McPhee]'s song is No Meat Blues. [Champion Jack Dupree With TS McPhee]'s term is piano blues.
2196	Enrique Iglesias	Enrique Iglesias.	 [Enrique Iglesias]'s term is dance pop. [Enrique Iglesias]'s release is Cosas Del Amor. [Enrique Iglesias]'s song is Si Juras Regresar.
2197	Esa Pakarinen	Esa Pakarinen.	 [Esa Pakarinen]'s song is Vanhapoika-Severi. [Esa Pakarinen]'s term is oldies. [Esa Pakarinen]'s release is Esa Pakarinen.
2198	The Plasmatics	The Plasmatics.	 [The Plasmatics]'s song is The White's Bedroom - Fire Escape. [The Plasmatics]'s term is riot grrrl. [The Plasmatics]'s release is Maggots: The Record.
2199	Amy Lambert	Amy Lambert.	 [Amy Lambert]'s term is country gospel. [Amy Lambert]'s release is Treasures. [Amy Lambert]'s song is Because He Loves Me.
2200	Torcuato Mariano	Torcuato Mariano.	 [Torcuato Mariano]'s song is Black and Blue. [Torcuato Mariano]'s term is meditation. [Torcuato Mariano]'s release is Lift Me Up.
2201	Dobby Dobson	Dobby Dobson.	 [Dobby Dobson]'s term is rock steady. [Dobby Dobson]'s release is Sweet Love Vol.5. [Dobby Dobson]'s song is A True Friend.
2202	Baby Bash / Grimm	Baby Bash / Grimm.	 [Baby Bash / Grimm]'s song is Changed My Life. [Baby Bash / Grimm]'s release is Tha Smokin' Nephew. [Baby Bash / Grimm]'s term is pop rap.
2203	Chops	Chops.	 [Chops]'s song is Give It To 'Em. [Chops]'s release is Chops: Dark: Music From and Inspired By The Original Motion Picture. [Chops]'s term is jazz rap.
2204	Martriden	Martriden.	 [Martriden]'s release is Martriden. [Martriden]'s song is Blank Eye Stare. [Martriden]'s term is blackened death metal.
2205	Fredi	Fredi.	 [Fredi]'s song is Laula kanssain. [Fredi]'s release is 20 Suosikkia / Laula kanssain. [Fredi]'s term is ballad.
2206	Sandy Lam	Sandy Lam.	 [Sandy Lam]'s song is Shi Guang Ben Shi Wu Zui. [Sandy Lam]'s release is Ultimate Colletion - Sandy Lam. [Sandy Lam]'s term is chinese music.
2207	Patsy Cline	Patsy Cline.	 [Patsy Cline]'s release is Music Trends - Country Busters, Walkin' After Midnight - The Original Sessions Vol. I. [Patsy Cline]'s song is I Cried All The Way To The Altar.
2208	D:Fuse	D:Fuse.	 [D:Fuse]'s release is Begin. [D:Fuse]'s term is progressive house. [D:Fuse]'s song is Living The Dream.
2209	Daryl Hall & John Oates	Daryl Hall & John Oates.	 [Daryl Hall & John Oates]'s song is Everything Your Heart Desires. [Daryl Hall & John Oates]'s release is Livetime. [Daryl Hall & John Oates]'s term is pop rock.
2210	Bad Company	Bad Company.	 [Bad Company]'s release is Straight Shooter, Desolation Angels. [Bad Company]'s song is Call On Me.
2211	Max Steiner	Max Steiner.	 [Max Steiner]'s song is Laurie And Martin. [Max Steiner]'s release is The Searchers - Original Film Soundtrack, Gonjhe With the Wind & Golden Earrings.
2212	Angel Romero	Angel Romero.	 [Angel Romero]'s term is tech house. [Angel Romero]'s release is Spanish Guitar Virtuoso - Volume 1. [Angel Romero]'s song is Prelude No. 2 (2000 Digital Remaster).
2213	Juliette & The Licks	Juliette & The Licks.	 [Juliette & The Licks]'s release is &Like A Bolt Of Lightning. [Juliette & The Licks]'s term is post-grunge. [Juliette & The Licks]'s song is Shelter Your Needs.
2214	Paul Avgerinos	Paul Avgerinos.	 [Paul Avgerinos]'s release is Gnosis. [Paul Avgerinos]'s song is In My Heart. [Paul Avgerinos]'s term is chill-out.
2215	Bangalafumenga	Bangalafumenga.	 [Bangalafumenga]'s song is Baile Da Pesada. [Bangalafumenga]'s term is batucada. [Bangalafumenga]'s release is Vira-Lata.
2216	Angels	Angels.	 [Angels]'s release is Time Is Ripe. [Angels]'s song is Fifi. [Angels]'s term is hard rock.
2217	Prince	Prince.	 [Prince]'s term is dance rock. [Prince]'s song is Baby (LP Version). [Prince]'s release is For You.
2218	Diego Verdaguer	Diego Verdaguer.	 [Diego Verdaguer]'s term is latin jazz. [Diego Verdaguer]'s song is Todos mentimos. [Diego Verdaguer]'s release is Mexicano Hasta Las Pampas.
2219	Cavo	Cavo.	 [Cavo]'s release is Bright Nights * Dark Days. [Cavo]'s term is post-grunge. [Cavo]'s song is Over Again (Album Version).
2220	Bruisers	Bruisers.	 [Bruisers]'s release is Cruising For A Bruising, The Singles Collection. [Bruisers]'s song is Bloodshed.
2221	The Highwaymen	The Highwaymen.	 [The Highwaymen]'s release is Hootenanny With The Highwaymen. [The Highwaymen]'s song is Daughters & Sons. [The Highwaymen]'s term is folk-pop.
2222	Joselito	Joselito.	 [Joselito]'s song is Clavelitos, En Un Pueblito Espa\xc3\xb1ol. [Joselito]'s term is chanson.
2223	AFI	AFI.	 [AFI]'s song is Affliction. [AFI]'s term is post-hardcore. [AFI]'s release is Crash Love.
2224	Lil Mz. 313 featuring DJ Rashad	Lil Mz. 313 featuring DJ Rashad.	 [Lil Mz. 313 featuring DJ Rashad]'s term is ghetto tech. [Lil Mz. 313 featuring DJ Rashad]'s release is Hit It Hard!. [Lil Mz. 313 featuring DJ Rashad]'s song is Suk The Blood.
2225	Snowgoons	Snowgoons.	 [Snowgoons]'s song is Planetary Takeover. [Snowgoons]'s release is Black Snow. [Snowgoons]'s term is los angeles.
2226	Jah Legacy	Jah Legacy.	 [Jah Legacy]'s song is What is the best. [Jah Legacy]'s release is Beware. [Jah Legacy]'s term is roots reggae.
2227	The Cufflinks	The Cufflinks.	 [The Cufflinks]'s term is pop rock. [The Cufflinks]'s release is Tracy - The Very Best Of The Cufflinks. [The Cufflinks]'s song is Sally Ann.
2228	Dimitri Tiomkin	Dimitri Tiomkin.	 [Dimitri Tiomkin]'s song is Villagers Galloping To Battle. [Dimitri Tiomkin]'s release is Friendly Persuasion. [Dimitri Tiomkin]'s term is soundtrack.
2229	Pheeroan Aklaff	Pheeroan Aklaff.	 [Pheeroan Aklaff]'s song is Hispaniola A. [Pheeroan Aklaff]'s release is Drum Set Variations. [Pheeroan Aklaff]'s term is free jazz.
2230	Olivia Ruiz	Olivia Ruiz.	 [Olivia Ruiz]'s song is Vitrier. [Olivia Ruiz]'s term is chanson. [Olivia Ruiz]'s release is La Femme Chocolat.
2231	Rick Snel	Rick Snel.	 [Rick Snel]'s song is Metanoia. [Rick Snel]'s term is trance. [Rick Snel]'s release is Metanoia / Mundane.
2232	Raymond LefA"vre	Raymond LefA"vre.	 [Raymond LefA"vre]'s release is Louis de fun\xc3\xa8s - l'int\xc3\xa9grale - bandes originales des gendarmes. [Raymond LefA"vre]'s term is orchestra. [Raymond LefA"vre]'s song is G\xc3\xa9n\xc3\xa9rique - "le gendarme et les gendarmettes.
2233	Chanta Vielma	Chanta Vielma.	 [Chanta Vielma]'s term is mexico. [Chanta Vielma]'s song is Rio Grnade. [Chanta Vielma]'s release is Canciones De La Costa Chica (Chilenas).
2234	Undertakin' Daddies	Undertakin' Daddies.	 [Undertakin' Daddies]'s release is Post Atomic Hillbilly. [Undertakin' Daddies]'s term is canadian. [Undertakin' Daddies]'s song is Two Wheels In the Ditch.
2235	Papoose	Papoose.	 [Papoose]'s song is Intro. [Papoose]'s release is 21 Gun Salute. [Papoose]'s term is hip hop.
2236	Plump DJs	Plump DJs.	 [Plump DJs]'s release is Creepshow Remixes. [Plump DJs]'s term is breakbeat. [Plump DJs]'s song is Weighed Down.
2237	Konstantinos Galanos	Konstantinos Galanos.	 [Konstantinos Galanos]'s song is De Tha Kano Piso. [Konstantinos Galanos]'s term is greek. [Konstantinos Galanos]'s release is Proti Epafi.
2238	Astrovamps	Astrovamps.	 [Astrovamps]'s term is deathrock. [Astrovamps]'s release is Gods And Monsters. [Astrovamps]'s song is Monsters In Tinsel Town.
2239	Jimmy Durante	Jimmy Durante.	 [Jimmy Durante]'s release is Songs For Sunday. [Jimmy Durante]'s song is Amen (Album Version). [Jimmy Durante]'s term is country rock.
2240	Jackie Wilson	Jackie Wilson.	 [Jackie Wilson]'s song is It's So Fine, Each Time (I Love You More). [Jackie Wilson]'s release is The Jackie Wilson Genesis.
2241	Sao Paris	Sao Paris.	 [Sao Paris]'s release is Megasoft Office 2007. [Sao Paris]'s term is downtempo. [Sao Paris]'s song is Jap.
2242	The Meatmen	The Meatmen.	 [The Meatmen]'s term is hardcore punk. [The Meatmen]'s song is Bad Reputation (Originally Performed by Thin Lizzy). [The Meatmen]'s release is Cover the Earth.
2243	Jimmy Nelson	Jimmy Nelson.	 [Jimmy Nelson]'s term is jump blues. [Jimmy Nelson]'s release is Cry Hard Luck: The RPM And Kent Recordings 1951-61. [Jimmy Nelson]'s song is Little Miss Teasin' Brown.
2244	Jacques Dutronc	Jacques Dutronc.	 [Jacques Dutronc]'s song is L'Aventurier, Transes-Dimanche. [Jacques Dutronc]'s release is En Vogue.
2245	Hotwire	Hotwire.	 [Hotwire]'s release is The Routine. [Hotwire]'s song is Not Today. [Hotwire]'s term is uk garage.
2246	The Gufs	The Gufs.	 [The Gufs]'s song is Sunday Driver  (LP Version). [The Gufs]'s term is pop rock. [The Gufs]'s release is Holiday From You.
2247	Eagles	Eagles.	 [Eagles]'s song is I Don't Want To Hear Any More, Last Good Time In Town. [Eagles]'s release is On The Border.
2248	Basement Jaxx	Basement Jaxx.	 [Basement Jaxx]'s release is Jump N' Shout. [Basement Jaxx]'s song is Twerk (feat. Yo Majesty). [Basement Jaxx]'s term is progressive house.
2249	Mark Wills	Mark Wills.	 [Mark Wills]'s song is How Bad Do You Want It. [Mark Wills]'s term is bluegrass. [Mark Wills]'s release is And The Crowd Goes Wild.
2250	Weirdos_ The	Weirdos_ The.	 [Weirdos  The]'s song is I Want What I Want. [Weirdos  The]'s term is rock. [Weirdos  The]'s release is We Got The Neutron Bomb.
2251	Tree	Tree.	 [Tree]'s song is Proletariat. [Tree]'s release is A Lot to Fear" & "Plant a Tree or Die. [Tree]'s term is ska punk.
2252	DAVE MATTHEWS BAND	DAVE MATTHEWS BAND.	 [DAVE MATTHEWS BAND]'s term is jam band. [DAVE MATTHEWS BAND]'s release is Live At Red Rocks 8.15.95. [DAVE MATTHEWS BAND]'s song is Tripping Billies.
2253	George Jones	George Jones.	 [George Jones]'s release is Wandering Soul. [George Jones]'s song is Ol' Frank. [George Jones]'s term is honky tonk.
2254	John Berry	John Berry.	 [John Berry]'s release is Those Were the Days. [John Berry]'s term is country rock. [John Berry]'s song is She's Taken A Shine.
2255	Abijah	Abijah.	 [Abijah]'s term is roots reggae. [Abijah]'s song is The Rock. [Abijah]'s release is Abijah.
2256	Agnostic Front	Agnostic Front.	 [Agnostic Front]'s release is Warriors. [Agnostic Front]'s song is Come Alive. [Agnostic Front]'s term is hardcore punk.
2257	Sick Of It All	Sick Of It All.	 [Sick Of It All]'s term is hardcore punk. [Sick Of It All]'s song is Consume (LP Version). [Sick Of It All]'s release is Scratch The Surface.
2258	TrA"s	TrA"s.	 [TrA"s]'s song is Color of Seasons. [TrA"s]'s term is latin jazz. [TrA"s]'s release is Autum.
2259	Kenny G	Kenny G.	 [Kenny G]'s song is Don't Make Me Wait For Love. [Kenny G]'s term is instrumental pop. [Kenny G]'s release is G Force.
2260	Kevin Burke	Kevin Burke.	 [Kevin Burke]'s release is Kevin Burke: Sweeney's Dream. [Kevin Burke]'s song is Brendan McGlinchey's Reel (Splendid Isolation) / Sweeney's Buttermilk (medley). [Kevin Burke]'s term is irish folk.
2261	Sean Quinn	Sean Quinn.	 [Sean Quinn]'s term is progressive house. [Sean Quinn]'s release is Skylines. [Sean Quinn]'s song is Skyline.
2262	Oscar Pettiford	Oscar Pettiford.	 [Oscar Pettiford]'s song is Judy's Jaunt. [Oscar Pettiford]'s release is The Manhattan Jazz Septette. [Oscar Pettiford]'s term is bebop.
2263	Fuel	Fuel.	 [Fuel]'s term is post-grunge. [Fuel]'s song is The Name Is.... [Fuel]'s release is Monuments To Excess.
2264	Marc Lavoine	Marc Lavoine.	 [Marc Lavoine]'s song is Si Tu Veux Le Savoir. [Marc Lavoine]'s term is chanson. [Marc Lavoine]'s release is Best Of 85-95.
2265	Frederick Knight	Frederick Knight.	 [Frederick Knight]'s release is True Soulful Love. [Frederick Knight]'s song is I've Been Lonely (For So Long). [Frederick Knight]'s term is disco.
2266	Phantom Planet	Phantom Planet.	 [Phantom Planet]'s term is power pop. [Phantom Planet]'s song is The Meantime. [Phantom Planet]'s release is Phantom Planet.
